ⲙⲉⲗⲭⲓⲥⲉⲇⲉⲕ	person	person/M
ⲙⲉⲥⲥⲓⲁⲥ	person	person/M
ⲙⲓⲭⲁⲏⲗ	person	person/M
ⲙⲙⲁⲑⲑⲁⲑⲓⲁⲥ	person	person/M
ⲙⲱⲩⲥⲏⲥ	person	person/M
ⲛ ⲁⲣⲭⲓⲡⲡⲟⲥ	person	person/M
ⲛ ⲉⲛⲱⲥ	person	person/M
ⲛ ⲉⲡⲁⲫⲣⲁ	person	person/M
ⲛ ⲉⲡⲁⲫⲣⲟⲇⲓⲧⲟⲥ	person	person/M
ⲛ ⲍⲁⲃⲟⲩⲗⲱⲛ	person	person/M
ⲛ ⲑⲁⲣⲣⲁ	person	person/M
ⲛ ⲓⲱⲛⲁⲥ	person	person/M
ⲛ ⲕⲁⲓⲛⲁⲙ	person	person/M
ⲛ ⲟⲛⲏⲥⲓⲫⲟⲣⲟⲥ	person	person/M
ⲛ ⲥⲁⲗⲁ	person	person/M
ⲛ ⲧⲓⲃⲉⲣⲓⲟⲥ	person	person/M
ⲛ ⲭⲟⲩⲍⲁ	person	person/M
ⲛⲁⲁⲥⲥⲱⲛ	person	person/M
ⲛⲁⲑⲁⲛⲁⲏⲗ	person	person/M
ⲛⲁⲣⲕⲓⲥⲥⲟⲥ	person	person/M
ⲛⲉⲫⲑⲁⲗⲉⲓⲙ	person	person/M
ⲛⲏⲣⲉⲁⲥ	person	person/M
ⲛⲓⲕⲟⲇⲏⲙⲟⲥ	person	person/M
ⲛⲙ ⲗⲩⲥⲁⲛⲓⲁⲥ	person	person/M
ⲛⲙ ⲙⲁⲑⲑⲁⲓⲟⲥ	person	person/M
ⲛⲙ ⲡ ⲁⲙⲙⲱⲛⲁⲥ	person	person/M
ⲟⲇⲟⲗⲗⲁ	person	person/F
ⲟⲍⲉⲓⲁⲥ	person	person/M
ⲟⲛⲏⲥⲓⲙⲟⲥ	person	person/M
ⲟⲩⲣⲓⲁⲥ	person	person/M
ⲡ ϩⲣⲙⲏⲥ	person	person/M
ⲡ ⲁⲛⲇⲓⲭⲣⲏⲥⲧⲟⲥ	person	person/M
ⲡ ⲁⲛⲧⲓⲭⲣⲏⲥⲧⲟⲥ	person	person/M
ⲡ ⲁⲛⲧⲓⲭⲣⲓⲏⲥⲟⲩⲥⲧⲟⲥ	person	person/M
ⲡ ⲙⲁⲙⲱⲛⲁⲥ	person	person/M
ⲡⲁⲙⲃⲱ	person	person/M
ⲡⲁⲣⲙⲉⲛⲁⲥ	person	person/M
ⲡⲁⲥⲧⲁⲙⲱⲛ	person	person/M
ⲡⲁⲩⲗⲉ	person	person/M
ⲡⲁⲩⲗⲟⲥ	person	person/M
ⲡⲉⲣⲥⲓⲥ	person	person/F
ⲡⲉⲧⲣⲟⲥ	person	person/M
ⲡⲓⲗⲁⲧⲟⲥ	person	person/M
ⲡⲟⲛⲧⲓⲟⲥ	person	person/M
ⲡⲟⲣⲕⲓⲟⲥ	person	person/M
ⲥⲁⲇⲱⲕ	person	person/M
ⲥⲁⲗⲁⲑⲓⲏⲗ	person	person/M
ⲥⲁⲗⲙⲱⲛ	person	person/M
ⲥⲁⲙⲟⲩⲏⲗ	person	person/M
ⲥⲁⲙⲯⲱⲛ	person	person/M
ⲥⲁⲟⲩⲗ	person	person/M
ⲥⲁⲣⲁⲡⲓⲟⲛ	person	person/M
ⲥⲁⲣⲣⲁ	person	person/F
ⲥⲁⲧⲁⲛⲁⲥ	person	person/M
ⲥⲁⲩⲗⲟⲥ	person	person/M
ⲥⲓⲗⲁⲥ	person	person/M
ⲥⲓⲗⲟⲩⲁⲛⲟⲥ	person	person/M
ⲥⲓⲙⲱⲛ	person	person/M
ⲥⲟⲗⲟⲙⲱⲛ	person	person/M
ⲥⲧⲉⲫⲁⲛⲟⲥ	person	person/M
ⲥⲩⲙⲉⲱⲛ	person	person/M
ⲥⲱⲥⲓⲡⲁⲧⲣⲟⲥ	person	person/M
ⲧⲁⲃⲓⲑⲁ	person	person/F
ⲧⲉⲣⲧⲓⲟⲥ	person	person/M
ⲧⲉⲣⲧⲩⲗⲗⲟⲥ	person	person/M
ⲧⲓⲃⲉⲣⲓⲁⲥ	person	person/M
ⲧⲓⲙⲁⲓⲟⲥ	person	person/M
ⲧⲓⲙⲟⲑⲉⲟⲥ	person	person/M
ⲧⲓⲧⲟⲥ	person	person/M
ⲧⲟⲣⲕⲁⲥ	person	person/F
ⲧⲩⲙⲏⲧⲣⲓⲟⲥ	person	person/M
ⲧⲩⲭⲓⲕⲟⲥ	person	person/M
ⲫⲁⲛⲟⲩⲏⲗ	person	person/M
ⲫⲁⲣⲁⲱ	person	person/M
ⲫⲁⲣⲉⲥ	person	person/M
ⲫⲏⲗⲓⲝ	person	person/M
ⲫⲏⲥⲧⲟⲥ	person	person/M
ⲫⲓⲗⲁⲅⲣⲓⲟⲥ	person	person/M
ⲫⲓⲗⲓⲡⲡⲟⲥ	person	person/M
ⲫⲓⲗⲟⲑⲉⲟⲥ	person	person/M
ⲫⲓⲗⲟⲑⲉⲥ	person	person/M
ⲫⲟⲓⲃⲁⲙⲙⲱⲛ	person	person/M
ⲭⲁⲏⲗ	person	person/M
ⲭⲣⲓⲥⲧⲟⲥ	person	person/M
ⲭⲣⲓⲥⲧⲟⲫⲟⲣⲟⲥ	person	person/M
ⲱⲥⲁⲛⲛⲁ	person	person/M
ϣⲓⲏⲧ	place	place/F
ϩⲉⲣⲙⲏⲥ	place	place/M
ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	place	place/F
ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	place	place/F
ϩⲣⲱⲙⲏ	place	place/F
ⲁⲣⲓⲙⲁⲑⲁⲓⲟⲥ	place	place/M
ⲃⲁⲃⲩⲗⲱⲛ	place	place/F
ⲃⲏⲇⲥⲁⲓⲇⲁ	place	place/F
ⲃⲏⲑⲁⲛⲓⲁ	place	place/F
ⲅⲁⲃⲃⲁⲑⲁ	place	place/F
ⲅⲁⲗⲓⲗⲁⲓⲁ	place	place/F
ⲅⲟⲗⲅⲟⲑⲁ	place	place/M
ⲅⲟⲙⲟⲣⲣⲁ	place	place/F
ⲇⲁⲗⲙⲁⲛⲟⲩⲑⲁ	place	place/F
ⲇⲁⲙⲁⲥⲕⲟⲥ	place	place/M
ⲇⲉⲕⲁⲡⲟⲗⲓⲥ	place	place/F
ⲉⲓⲥⲣⲁⲏⲗ	place	place/M
ⲉⲫⲉⲥⲟⲥ	place	place/M
ⲓⲟⲩⲇⲁⲓⲁ	place	place/F
ⲓⲥⲣⲁⲏⲗ	place	place/M
ⲕⲁⲓⲥⲁⲣⲓⲁ	place	place/F
ⲕⲁⲡⲁⲣⲛⲁⲟⲩⲙ	place	place/M
ⲕⲁⲫⲁⲣⲛⲁⲟⲩⲙ	place	place/M
ⲕⲉⲥⲁⲣⲓⲁ	place	place/F
ⲕⲏⲙⲉ	place	place/F
ⲕⲩⲡⲣⲟⲥ	place	place/M
ⲗⲁⲟⲇⲓⲕⲓⲁ	place	place/F
ⲛⲁⲍⲁⲣⲉⲑ	place	place/M
ⲛⲉⲁⲡⲟⲗⲓⲥ	place	place/F
ⲡ ⲁⲛⲧⲣⲓⲁⲥ	place	place/M
ⲡ ⲡⲟⲛⲧⲟⲥ	place	place/M
ⲡⲁⲣⲓⲅⲟⲣⲓ	place	place/M
ⲣⲁⲕⲟⲧⲉ	place	place/F
ⲥⲉⲗⲉⲩⲕⲓⲁ	place	place/F
ⲥⲓⲛⲁ	place	place/F
ⲥⲓⲱⲛ	place	place/F
ⲥⲟⲇⲟⲙⲁ	place	place/F
ⲥⲩⲣⲓⲁ	place	place/F
ⲧ ⲁⲛⲧⲓⲟⲭⲓⲁ	place	place/F
ⲧⲁⲣⲥⲟⲥ	place	place/M
ⲧⲣⲱⲁⲥ	place	place/F
ⲧⲩⲣⲟⲥ	place	place/M
ⲭⲁⲛⲁⲁⲛ	place	place/F
ⲁⲃⲓⲁⲥ	person	person/M
